Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
42,표제어,destination,"n.목적지, 도착지",destination of the journey,여행의 목적지,,
42,연관어,destined,"a.~할 운명인, ~행의",to work out my destiny,나의 운명을 개척하다,,
25,표제어,destroy,"v.파괴하다, 망치다",to destroy the city,도시를 파괴하다,,
25,연관어,destruction,"n.파괴, 멸망",destruction of the forest,숲의 파괴,,
25,연관어,destructive,a.파괴적인,destructive force,파괴적인 힘,,
11,표제어,detachment,"n.분리, 무심함",detachment from reality,현실로부터의 분리,,
11,연관어,detach,v.분리하다,to detach the label,라벨을 떼다,,
48,표제어,detect,"v.감지하다, 탐지하다",to detect a problem,문제를 발견하다,,
48,연관어,detection,"n.탐지, 감지, 발견",detection of the signal,신호의 탐지,,
1,표제어,deteriorate,v.악화되다,Her health deteriorated rapidly,그녀는 건강이 급속도로 악화되었다,,
1,연관어,deterioration,n.악화,deterioration of health,건강의 악화,,
8,표제어,determine,"v.결정하다, 규정하다, 밝히다, 측정하다, 확정하다",to determine the outcome,결과를 결정하다,,
8,연관어,determined,"a.단호한, 단단히 결심한",determined attitude,단호한 태도,,
18,표제어,detrimental,a.해로운,detrimental effect,해로운 영향,,
26,표제어,devastating,"a.파괴적인, 충격적인",devastating news,파괴적인 소식,,
6,표제어,develop,"v.발달하다, 개발하다, 발전시키다, 발생하다",to develop skills,기술을 발전시키다,,
6,연관어,development,"n.발전, 발달, 개발, 전개",development of the city,도시의 발전,,
32,표제어,device,"n.장치, 기기, 고안, 방책",device for measurement,측정 장치,,
24,표제어,devise,v.고안하다,to devise a plan,계획을 고안하다,,
41,표제어,devote,"v.바치다, 헌신하다",to devote his life to the study,삶을 연구에 헌신하다,,
41,연관어,devotion,"n.헌신, 전념",devotion to the cause,사명에 대한 헌신,,
23,표제어,diabetes,n.당뇨병,a diabetes patient,당뇨병 환자,,
48,표제어,diagnose,v.진단하다,to diagnose the patient,환자를 진단하다,,
48,연관어,diagnosis,n.진단 ,diagnosis of the disease,질병의 진단,,
6,표제어,diet,"n.식단, 식이요법, 다이어트",diet for weight loss,체중 감량을 위한 식단,,
6,연관어,dietary,"a.식용의, 식사의, 음식의",dietary restriction,식이 제한,,
41,표제어,difference,"n.차이, 다름",difference between cultures,문화 간의 차이,,
41,연관어,differ,"v.다르다, 차이가 나다, 의견이 일치하지 않다",French and English differ in this respect.,프랑스어와 영어는 이 점이 다르다,,
41,연관어,different,a.다른,different opinions,서로 다른 의견,,
41,연관어,differentially,ad.차별적으로,to apply wages differentially,임금이 차등적으로 적용되다,,
41,연관어,differentiation,n.차이,differentiation of products,제품의 차별화,,
41,연관어,differently,ad.다르게,to behave differently.,다르게 행동하다,,
20,표제어,difficulty,"n.어려움, 문제, 곤란",difficulty in learning,학습의 어려움,,
1,표제어,digestion,n.소화,easy of digestion,소화가 쉬운,,
1,연관어,digest,v.소화하다,to digest food,음식을 소화하다,,
25,표제어,digitization,n.디지털화,digitization of records,기록의 디지털화,,
38,표제어,dignity,n.존엄성,dignity of the individual,개인의 존엄,,
28,표제어,dilemma,"n.딜레마, 곤경",dilemma of choice,선택의 딜레마,,
44,표제어,diligence,"n.근면, 성실",diligence in her schoolwork.,학업에서 성실,,
44,연관어,diligent,"a.근면한, 성실한",,,,
2,표제어,dilute,"v.희석하다, 묽게 하다",to dilute the solution,용액을 희석하다,,
39,표제어,dim,"a.어둑한, 흐릿한",a dim light,흐릿한 빛,,
32,표제어,dimension,"n.영역, 차원",a new dimension,새로운 차원,,
14,표제어,diminish,"v.줄어들다, 감소하다, 약화되다, 약화시키다",to diminish power,힘을 줄이다,,
48,표제어,direct,"a.직접적인 v.감독하다, 이끌다, 향하게 하다, 안내하다, 유도하다","a direct experiences
남동생의 숙제를 지도하다 to direct brother’s homework
그의 관심을 돌리다 to direct his attention",직접적인 경험,,
48,연관어,direction,"n.방향, 지시, 지도",the right direction,올바른 방향,,
24,표제어,disability,"n.장애, 불구, 무능력",a physical disability,신체 장애,,
24,연관어,disable,"v.무능하게 하다, 장애를 입히다",to disable equipment,장비를 작동 못 하게 하다,,
24,연관어,disabled,a.장애를 가진,physically disabled,신체적으로 장애를 가진,,
18,표제어,disadvantage,"n.불리, 불이익, 약점, 단점",be at a disadvantage,불리한 처지에 있다,,
18,연관어,disadvantaged,"a.사회적 약자의, 불리한 처지의",disadvantaged groups,소외 계층,,
26,표제어,disagreement,"n.의견 차이, 불일치",a small disagreement,작은 의견 차이,,
26,연관어,disagree,v.동의하지 않다,to disagree with an opinion,의견에 동의하지 않다,,
4,표제어,disappear,"v.사라지다, 소멸하다",to disappear suddenly,갑자기 사라지다,,
25,표제어,disappoint,v.실망시키다,to disappoint a friend,친구를 실망시키다,,
25,연관어,disappointed,a.실망한,a disappointed face,실망한 얼굴,,
25,연관어,disappointment,"n.실망, 낙심",to cause disappointment,실망을 주다,,
26,표제어,disapprove,"v.반대하다, 못마땅해하다",to disapprove of smoking,흡연을 반대하다,,
26,연관어,disapproval,"n.불승인, 불찬성, 반감 ",disapproval of his methods,그의 방법에 대한 반감,,
40,표제어,disaster,"n.재해, 재난, 참사",a natural disaster,자연 재해,,
40,연관어,disastrous,"a.재앙적인, 막심한 피해의, 처참한",a disastrous result,참혹한 결과,,
43,표제어,discard,"v.버리다, 처리하다",to discard old clothes,헌 옷을 버리다,,
35,표제어,discharge,"n.방출, 배출 v.내보내다, 해고하다 ",to discharge waste,폐기물을 배출하다,,
23,표제어,discipline,"n.규율, 훈련, 학문 분야, 절제 v.훈련하다, 훈육하다, 징계하다","to follow discipline
그는 절제가 없다 He’s got no discipline
학문 분야 an academic discipline",규율을 따르다,,
23,연관어,disciplinary,"a.규율의, 징계의 ",a disciplinary action,징계 조치,,
13,표제어,disclose,"v.폭로하다, 드러내다",to disclose a secret,비밀을 밝히다,,
13,연관어,disclosure,"n.폭로, 공개",a public disclosure,공개적 폭로,,
31,표제어,discomfort,"n.불편함, 불쾌감",to feel discomfort,불편함을 느끼다,,
9,표제어,disconnect,"n.단절 v.연결을 끊다, 분리하다",to disconnect a call,전화 연결을 끊다,,
9,연관어,disconnection,"n.단절, 분리",an internet disconnection,인터넷 연결 끊김,,
30,표제어,discount,"n.할인 v.할인하다, 폄하하다, 무시하다",to give a discount,가격 할인을 주다,,
28,표제어,discourage,"v.단념시키다, 낙담시키다, 방해하다",to discourage a student,학생을 낙담시키다,,
28,연관어,discouraged,"a.낙담한, 의욕을 잃은",a discouraged face,낙담한 표정,,
46,표제어,discourse,"n.담화, 담론, 토론",a political discourse,정치 담론,,
20,표제어,discover,v.발견하다,to discover new land,새로운 땅을 발견하다,,
20,연관어,discovery,n.발견,an important discovery,중요한 발견,,
11,표제어,discrete,"a.분리된, 별개의",discrete categories,별개의 범주,,
6,표제어,discriminate,"v.차별하다, 구별하다",to discriminate against people,인종 차별하다,,
6,연관어,discrimination,"n.차별, 안목, 식별력",,,,
35,표제어,discrimination,"n.차별, 식별력",racial discrimination,인종 차별,,
35,연관어,discriminatory,a.차별적인,a discriminatory law,차별적인 법,,
35,연관어,discriminate,"v.차별하다, 식별하다",,,,
13,표제어,discussion,"n.논의, 토론",a heated discussion,열띤 토론,,
13,연관어,discuss,"v.토론하다, 논의하다",to discuss a problem,문제를 토론하다,,
36,표제어,disease,n.질병,to have a disease,질병에 걸리다,,
14,표제어,disguise,v.위장시키다,to disguise himself,변장을 하다,,
40,표제어,disgust,n.혐오 v.역겹게 만들다,He turned away in disgust,그는 혐오하여 돌아섰다.,,
40,연관어,disgusting,a.역겨운,a disgusting smell,역겨운 냄새,,
21,표제어,dishonest,"a.부정직한, 정직하지 않은",a dishonest act,부정직한 행위,,
41,표제어,disinterest,n.무관심,to show disinterest,무관심을 보이다,,
26,표제어,dislike,"n.혐오, 반감 v.싫어하다 ",his dislike of his boss,상사에 대한 반감,,
2,표제어,dismiss,"v.묵살하다, 무시하다, 해고하다","to dismiss the opinion
직원을 해고하다 to dismiss a worker
집회를 해산시키다 to dismiss an assembly",의견을 묵살하다,,
2,연관어,dismissal,"n.해고, 묵살, 기각",an immediate dismissal,즉각적인 해고,,
6,표제어,disorder,"n.장애, 혼란, 이상",a serious disorder,심각한 장애,,
6,연관어,disorderly,"a.무질서한, 어수선한",a disorderly crowd,무질서한 군중,,
17,표제어,disorient,"v.방향 감각을 잃게 하다, 혼란스럽게 하다",The false information disoriented the public.,잘못된 정보가 대중을 혼란스럽게 만들었다,,
17,연관어,disoriented,"a.방향 감각을 잃은, 혼란스러운",disoriented people,길을 잃은 사람들,,
2,표제어,disparity,"n.차이, 격차",an economic disparity,경제적 격차,,
40,표제어,disperse,"v.분산시키다, 흩어지다, 퍼뜨리다",to disperse the crowd,군중을 흩어지게 하다,,
40,연관어,dispersal,n.분산,the dispersal of seeds,씨앗의 확산,,
29,표제어,dispose of,"v.처리하다, 없애다",to dispose of garbage,쓰레기를 처리하다,,
29,연관어,disposable,"a.일회용의, 이용 가능한",a disposable product,일회용 제품,,
35,표제어,dispute,"n.분쟁, 논쟁 v.반박하다, 이의를 제기하다",to cause a dispute,분쟁을 일으키다,,
29,표제어,disregard,"n.무시, 묵살 v.무시하다, 소홀히 하다",to disregard the rules,규칙을 무시하다,,
11,표제어,disrupt,"v.방해하다, 혼란시키다, 붕괴시키다",to disrupt the meeting,회의를 방해하다,,
11,연관어,disruption,"n.혼란, 파괴",a disruption of class,수업 방해,,
11,연관어,disruptive,"a.지장을 주는, 파괴적인",disruptive behavior,파괴적인 행동,,
18,표제어,dissatisfy,"v.불만을 느끼게 하다, 불평을 갖게 하다",to dissatisfy customers,고객을 불만족시키다,,
18,연관어,dissatisfied,a.불만족한 ,a dissatisfied customer,서비스에 불만족한 고객,,
47,표제어,distant,"a.먼, 떨어져 있는, 냉담한",a distant relative,먼 친척,,
43,표제어,distinctive,"a.독특한, 특유의, 뚜렷이 구분되는",a distinctive feature,독특한 특징,,
43,연관어,distinct,"a.별개의, 뚜렷이 구별되는, 독특한, 특유의",a distinct difference,뚜렷한 차이,,
43,연관어,distinction,"n.차이, 구별, 탁월함",an important distinction,학문적 구별,,
38,표제어,distinguish,"v.구별하다, 식별하다, 두드러지게 하다",to distinguish differences,차이를 구별하다,,
38,연관어,distinguished,"a.저명한, 위대한, 뛰어난",a distinguished professor,저명한 교수,,
7,표제어,distort,"v.왜곡하다, 비틀다",to distort facts,사실을 왜곡하다,,
7,연관어,distortion,"n.왜곡, 곡해",a distortion of images,사진 왜곡,,
21,표제어,distraction,"n.방해, 주의 산만",a distraction from phones,휴대폰으로 인한 방해,,
21,연관어,distract,"v.산만하게 하다, (주의를) 딴 데로 돌리다",to distract the students.,학생들을 주의를 산만하게 하다,,
7,표제어,distress,"n.괴로움, 고통 v.괴롭히다",to suffer distress,큰 고통을 겪다,,
17,표제어,distribute,"v.분배하다, 유통하다, 배포하다",to distribute supplies,물자를 나누어 주다,,
17,연관어,distribution,"n.분배, 배포",income distribution,소득 분배,,
9,표제어,disturb,"v.방해하다, 어지럽히다, 혼란스럽게 하다",to disturb sleep,잠을 방해하다,,
9,연관어,disturbance,"n.방해, 교란 ",a serious disturbance,심각한 소란,,
9,연관어,disturbing,"a.불안하게 하는, 방해가 되는 ",a disturbing news,충격적인 뉴스,,
